type,name,steam_appid,required_age,platforms,categories,genres,release_date,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,achievements,discount,price,developer,publisher
game,Swordrite,1169770,0,windows,Single-player,Action;Adventure;Indie,2019-11-01,2,0,2 user reviews,1,1,2,0,0,3.29,WolflandGames,WolflandGames
game,Hentai Quilm,1169880,0,windows,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;RPG;Simulation,2019-10-28,5,0,5 user reviews,4,1,5,36,0,0.79,Snkl Studio,Snkl Studio
game,Dark Fall: Ghost Vigil,1169020,0,windows,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,2020-01-10,1,8,Very Positive,69,6,75,16,0,8.99,Darkling Room,Darkling Room
game,Monophobia,1169030,0,windows,Single-player;Steam Achievements;Partial Controller Support,Indie,2019-12-05,3,0,3 user reviews,1,2,3,4,0,3.29,ProjectCyranis,ProjectCyranis
game,Necesse,1169040,0,windows,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Steam Cloud;Stats,Action;Adventure;Indie;Early Access,2019-12-12,1,8,Very Positive,76,9,85,18,0,8.99,Mads Skovgaard,Mads Skovgaard
game,Language Worm,1169050,0,windows,Single-player,Action;Casual;Indie,2019-10-18,1,0,1 user reviews,1,0,1,0,0,0.79,Christopher Pollard,Christopher Pollard
game,Shield Shock,1169060,0,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Remote Play Together,Action;Casual;Indie,2020-03-20,1,0,1 user reviews,1,0,1,0,0,3.99,Reece Geofroy,Reece Geofroy
game,RED EVIL,1169070,0,windows,Single-player,Action;Adventure;Indie,2019-11-16,4,0,4 user reviews,1,3,4,0,0,1.59,meokigame,meokigame
game,Gazillionaire,1169100,0,windows;mac,Single-player;Shared/Split Screen PvP,Casual;Indie;Simulation;Strategy,2020-01-14,1,8,Very Positive,100,9,109,0,0,16.79,LavaMind,LavaMind
game,ECHORIA: Ancient Echoes,1169160,0,windows,Single-player,Adventure;Indie;RPG;Strategy,2019-10-30,6,0,6 user reviews,5,1,6,0,0,4.99,Adam Waind,Adam Waind
game,The Chronicles of Joseph of Egypt,1169310,0,windows,Single-player,Action;Casual;Indie;Strategy,2019-10-18,3,0,3 user reviews,2,1,3,0,25,3.99,e-FunSoft Games,HH-Games
game,Monstrüous,1169420,0,windows,Single-player,Casual;Indie,2019-12-15,7,0,7 user reviews,6,1,7,0,0,1.59,Arnaud Millot,Arnaud Millot
game,Ransomware Dating Sim,1169430,0,windows,Single-player;Steam Achievements,Casual;Indie;Simulation,2019-12-05,1,0,1 user reviews,1,0,1,7,0,0.0,Panlucent Games,Panlucent Games
game,Infinite Sparkles,1168600,0,windows,Single-player;Partial Controller Support,Action,2019-11-13,1,0,1 user reviews,1,0,1,0,0,2.39,Hardspace Creative Technology,Hardspace Creative Technology
game,Active Neurons - Puzzle game,1168630,0,windows;mac;linux,Single-player;Steam Achievements;Full controller support,Casual;Indie;Strategy,2019-10-15,1,7,Positive,14,0,14,18,0,3.99,Nikolai Usachev,USANIK STD
game,Angry Bunny,1168650,0,windows,Single-player;Steam Achievements,Adventure;Casual;Indie;Strategy,2019-10-31,9,0,9 user reviews,5,4,9,40,0,1.59,Tero Lunkka,Tero Lunkka
game,Myths of the World: The Heart of Desolation Collector's Edition,1168820,0,windows,Single-player,Adventure;Casual,2019-10-04,6,0,6 user reviews,6,0,6,0,0,8.19,Eipix Entertainment,Big Fish Games
game,Mystery Case Files: Ravenhearst Unlocked Collector's Edition,1168830,0,windows,Single-player,Adventure;Casual,2019-10-18,1,5,Mixed,9,5,14,0,0,8.19,Eipix Entertainment,Big Fish Games
game,Trix and the Horny Tower,1168850,0,windows,Single-player;Steam Achievements,RPG,2021-04-01,1,0,2 user reviews,1,1,2,21,0,8.99,Hentai Room,Hentai Room
game,Mists of Noyah,1168870,0,windows;linux,Single-player;Multi-player;Co-op;Online Co-op;LAN Co-op;Partial Controller Support,Action;Indie;RPG;Early Access,2020-05-27,1,5,Mixed,67,37,104,0,0,16.79,Pyxeralia,Pyxeralia
game,MOLEK-SYNTEZ,1168880,0,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Simulation,2019-11-19,1,8,Very Positive,260,23,283,6,0,8.19,Zachtronics,Zachtronics
game,Crystal core,1168940,0,windows,Single-player;Multi-player;PvP;LAN PvP;Steam Achievements,Action;Adventure;Casual;Indie,2019-10-27,1,0,1 user reviews,0,1,1,16,0,1.59,Z.A.Games, Z.A.Games
game,Warbrush,1168960,0,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Partial Controller Support;Remote Play Together,Action,2019-10-21,3,0,3 user reviews,3,0,3,0,0,3.99,Clearline,Clearline
game,Drunk ride,1168970,0,windows,Single-player;Steam Achievements,Action;Indie,2019-10-21,1,0,1 user reviews,1,0,1,7,0,0.79,High and Wide,Bitlock Studio
game,Buried Alive: The Annihilation VR,1168980,0,windows,Single-player,Action;Adventure;Indie;Early Access,2021-01-19,1,0,9 user reviews,3,6,9,0,0,13.98,The Two Ravens,The Two Ravens
game,Planet destroyer,1168990,0,windows,Single-player;Steam Achievements,Action;Indie,2019-10-28,1,0,5 user reviews,2,3,5,6,0,0.79,High and Wide,Bitlock Studio
game,TD Strategy of Three kingdoms/塔防三国,1168290,0,windows,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy;Early Access,2019-11-18,2,0,2 user reviews,0,2,2,10,0,5.69,Gemini Stars Games,Gemini Stars Games
game,Zombie valley,1168320,0,windows,Single-player,Action;Adventure;Indie,2019-10-24,1,0,2 user reviews,1,1,2,0,0,0.79,乌拉,乌拉
game,Detective Solitaire Inspector Magic,1168360,0,windows,Single-player,Casual,2019-11-24,2,0,2 user reviews,2,0,2,0,0,3.99,Somer Games,8floor
game,passenger seat,1168420,0,windows;mac,Single-player;Steam Achievements,Indie,2020-01-17,4,0,4 user reviews,3,1,4,5,0,2.99,Sokpop Collective,Sokpop Collective
game,千面 Melancholy Love,1168470,0,windows;mac,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG;Simulation,2020-01-02,5,0,5 user reviews,5,0,5,14,0,3.99,白露社,PeriScope Game
game,4islands,1167760,0,windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Cloud,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,2019-10-20,5,0,5 user reviews,4,1,5,0,0,6.59,RGS,RGS
game,More dark,1167770,0,windows,Single-player;Steam Achievements;Full controller support,Adventure;Indie,2019-11-07,1,0,7 user reviews,6,1,7,17,0,2.99,HugePixel,HugePixel
game,Exphelius: Arena,1167800,0,windows;mac,Single-player;Partial Controller Support,Action;Indie,2020-11-19,1,0,1 user reviews,1,0,1,7,0,6.59,Pharazen Studios,Pharazen Studios
game,Penguin Park 3D,1167850,0,windows;mac,Single-player;Steam Achievements,Indie,2020-01-17,10,7,Positive,9,1,10,11,0,2.99,Sokpop Collective,Sokpop Collective
game,Vampire's Fall: Origins,1167950,0,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie;RPG,2020-01-31,3,6,Mostly Positive,168,50,218,28,0,9.99,Early Morning Studio,Early Morning Studio
game,Will: The Beginning,1167970,0,windows,Single-player,Indie,2020-04-21,7,0,7 user reviews,5,2,7,0,0,0.79,Alpakut,Alpakut
game,Fairytale Mosaics Beauty and Beast,1168050,0,windows,Single-player,Casual,2019-12-01,2,0,2 user reviews,2,0,2,0,0,3.99,Creobit,8floor
game,Knight Solitaire,1168060,0,windows,Single-player,Casual,2020-01-01,4,0,4 user reviews,4,0,4,0,0,3.99,Creobit,8floor
game,Mystery Solitaire The Arkham Spirits,1168070,0,windows,Single-player,Casual,2019-12-09,4,0,4 user reviews,4,0,4,0,0,3.99,Somer Games,8floor
game,WAIFU HORROR: The Eight Pictures,1168170,0,windows,Single-player;Steam Achievements,Action;Adventure;Indie,2020-02-03,2,5,Mixed,52,32,84,8,0,0.79,Konnichiwa Games,Konnichiwa Games
game,Artificial Extinction,1167320,0,windows,Single-player;Full controller support,Action;Adventure;Indie;RPG;Strategy,2020-03-13,2,8,Very Positive,135,33,168,0,0,11.59,100Hr Games,100Hr Games
game,Neither Day nor Night,1167380,0,windows,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,2020-08-27,2,0,2 user reviews,1,1,2,15,0,10.79,Carnotaurus Team,Carnotaurus Team
game,DAEMON X MACHINA,1167450,0,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,2020-02-13,1,8,Very Positive,1221,164,1385,61,0,59.99,Marvelous Inc.,"XSEED Games;Marvelous USA, Inc.;Marvelous"
game,Hero Hours Contract,1167460,0,windows,Single-player;Full controller support,Indie;Strategy,2020-08-26,10,7,Positive,10,0,10,0,0,3.29,Steve O'Gorman,Steve O'Gorman
game,Street Jam: The Rise,1167470,0,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG,2020-01-09,5,0,5 user reviews,1,4,5,31,0,4.99,Hosted Games,Hosted Games
game,Ailment,1167530,0,windows,Single-player,Action;Adventure;Indie,2019-10-23,2,0,2 user reviews,2,0,2,0,0,4.99,Ivan Panasenko,Ivan Panasenko
game,KiKi's adventure,1167540,0,windows,Single-player,Action;Adventure;Casual;Indie;RPG,2019-10-22,3,0,3 user reviews,2,1,3,8,0,1.59,PhilippeStudio,PhilippeStudio
game,Teardown,1167630,0,windows,Single-player;Full controller support;Steam Workshop;Includes level editor;Remote Play on Tablet,Action;Indie;Simulation;Strategy;Early Access,2020-10-29,20,9,Overwhelmingly Positive,14092,686,14778,0,0,19.99,Tuxedo Labs,Tuxedo Labs
game,Femida,1167640,0,windows;mac;linux,Single-player,Indie;RPG;Simulation,2020-02-25,1,6,Mostly Positive,10,3,13,0,0,9.99,Art Interactive,Roman Loznevoy
game,Context,1167650,0,windows,Single-player;Steam Cloud,Casual;Indie,2019-10-24,1,0,1 user reviews,0,1,1,0,0,0.79,SunshineOvercast,SunshineOvercast
game,clutchball,1167710,0,windows;mac,Single-player;Steam Achievements,Indie;Sports,2020-01-17,3,0,3 user reviews,3,0,3,7,0,2.99,Sokpop Collective,Sokpop Collective
game,Rival Stars Horse Racing: Desktop Edition,1166860,0,windows;mac,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Steam Cloud;Stats,Casual;Racing;Simulation;Sports;Strategy,2020-06-24,8,8,Very Positive,616,56,672,37,0,39.99,PikPok,PikPok
game,Hentai Nekogirl,1166980,0,windows;mac,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,2019-10-17,1,0,6 user reviews,5,1,6,10,0,0.79,GentleDriver;楓野,GentleDriver
game,Desert coachman,1167090,0,windows,Single-player,Action;Adventure;Indie,2019-10-24,1,0,1 user reviews,0,1,1,0,0,0.79,迈克儿,迈克儿
game,Guilty Parade,1167170,0,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure,2021-01-06,1,7,Positive,16,0,16,10,0,3.99,Nozori Games,Nozori Games
game,Tank Impact,1167270,0,windows,Single-player;Steam Achievements,Action;Casual;Indie,2019-10-20,1,0,1 user reviews,0,1,1,6,0,0.79,MiCake,MiCake
game,Nanoworld,1166510,0,windows,Single-player,Action;Adventure;Casual;Indie,2019-11-15,2,0,2 user reviews,0,2,2,0,0,8.19,Kedexa,Kedexa
game,Best Plumber,1166580,0,windows,Single-player;Steam Achievements,Casual;Indie;Simulation,2019-10-17,17,7,Positive,15,2,17,6,0,0.79,High and Wide,khukhrovr
game,The Fog Knows Your Name,1166600,0,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,2019-10-24,1,7,Positive,35,6,41,38,0,4.99,Choice of Games,Choice of Games
game,nothing & nowhere,1166730,0,windows;linux,Single-player;Steam Achievements,Casual;Indie,2020-05-18,5,0,5 user reviews,5,0,5,7,0,3.99,ebi-hime,ebi-hime
game,Centralia: Homecoming,1166740,18,windows,Single-player;Steam Achievements,Adventure;Indie,2019-10-26,13,4,Mostly Negative,5,8,13,13,0,10.79,indie_games_studio,indie_games_studio
game,Jinga Online,1166760,0,windows,Single-player;Multi-player;PvP;Online PvP;Partial Controller Support,Casual;Indie;Simulation,2020-02-16,3,0,3 user reviews,1,2,3,0,0,3.99,2SD,2SD
game,Grand Academy II: Attack of the Sequel,1166800,0,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,2019-11-07,4,0,4 user reviews,4,0,4,60,0,3.99,Choice of Games,Choice of Games
game,Breach: The Archangel Job,1166840,0,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,2019-11-14,1,8,Very Positive,47,3,50,42,0,5.69,Hosted Games,Hosted Games
game,Gods of Love: An Otome Visual Novel,1166110,0,windows;mac;linux,Single-player;Steam Achievements,Casual;Simulation,2020-03-09,1,5,Mixed,13,8,21,22,0,13.29,Y Press Otomes,Y Press Otomes
game,SisterFight,1166120,0,windows,Single-player,Casual,2019-10-24,5,0,5 user reviews,5,0,5,0,0,2.39,FoxNyan Games,FoxNyan Games
game,Fighting Moore,1166130,0,windows,Single-player;Steam Cloud,Action;Adventure;RPG;Strategy,2020-01-06,6,0,6 user reviews,6,0,6,0,0,8.19,complicatedAloofness,complicatedAloofness
game,1812: Napoleon Wars,1166230,0,windows;mac,Single-player,Indie;Strategy,2019-10-17,15,7,Positive,14,1,15,0,0,5.69,First Games Interactive,First Games Interactive
game,Asian Riddles,1166240,0,windows,Single-player,Casual,2019-12-25,1,0,7 user reviews,4,3,7,0,0,3.99,Creobit,8floor
game,Mahjong Gold,1166250,0,windows,Single-player,Casual,2019-12-16,1,0,2 user reviews,0,2,2,0,0,3.99,Creobit,8floor
game,Death and Taxes,1166290,0,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet,Adventure;Casual;Indie;Simulation;Strategy,2020-02-20,8,8,Very Positive,1298,154,1452,60,0,11.99,Placeholder Gameworks,Placeholder Gameworks
game,Hentai Shiri,1166320,0,windows;mac,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,2019-10-24,4,0,4 user reviews,4,0,4,100,0,0.79,GentleDriver;トマ;フキタ,GentleDriver
game,Alexis Almighty: Daughter of Hercules,1166350,0,windows;mac,Single-player;Steam Achievements,Adventure;Casual;Indie;Strategy,2020-05-28,3,0,3 user reviews,1,2,3,37,0,9.99,Jetdogs Studios,Jetdogs Studios;Whalebox
game,Match Solitaire,1165740,0,windows;mac,Single-player,Casual;Indie,2020-02-20,2,0,2 user reviews,2,0,2,0,0,4.99,David Taylor,Hot Chai Games
game,PAGAN: Autogeny,1165750,0,windows,Single-player,Indie;RPG,2019-10-31,1,7,Positive,19,2,21,0,0,5.69,Oleander Garden,Hex Code Coven
game,Super Rebellion,1165820,0,windows;mac,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards;Remote Play on TV;Remote Play Together,Action;Indie,2019-11-15,5,0,5 user reviews,4,1,5,18,65,2.39,Colossus Game Studio,Colossus Game Studio
game,Final Mission VR,1165830,0,windows,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie,2019-11-01,1,0,1 user reviews,1,0,1,10,0,13.99,OCIO Games,OCIO Games
game,The Strange Story Of Brian Fisher: Chapter 1,1165840,0,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie,2020-04-29,1,6,Mostly Positive,14,5,19,8,0,5.69,Intetic,Intetic
game,6.0,1165860,0,windows,Single-player;Steam Achievements,Casual,2019-11-25,1,6,Mostly Positive,14,4,18,53,0,0.79,Tamerlan Satualdypov,КиКо
game,Mahou Arms,1165870,0,windows,Single-player;Full controller support,Action;Adventure;Early Access,2020-04-28,2,8,Very Positive,103,16,119,0,0,24.99,Dischan Media,Sekai Project
game,Humanity,1165910,0,windows,Single-player,Indie,2021-04-26,1,7,Positive,8,2,10,0,0,3.29,Crafty Game Lab,Crafty Game Lab
game,Things That Bounce and Explode,1165960,0,windows,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Action;Indie,2021-03-30,2,0,7 user reviews,7,0,7,76,0,3.29,LNDFRR,LNDFRR
game,Battleships and Carriers - Pacific War,1166000,0,windows,Single-player,Casual;Simulation;Strategy,2019-11-15,7,0,7 user reviews,5,2,7,0,0,10.99,Light Strategy Series,SLS
game,Danger Course VR,1166100,0,windows,Single-player,Action;Adventure;Casual;Indie,2019-11-11,1,0,1 user reviews,0,1,1,0,0,9.99,Cesar G.,Cesar G.
game,Picross Love,1165140,0,windows,Single-player;Steam Achievements,Casual;Indie,2020-01-17,14,5,Mixed,9,5,14,48,0,1.59,Inlet Pipe Productions,Inlet Pipe Productions
game,Knight Eternal,1165180,0,windows,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie;RPG,2019-11-05,11,7,Positive,10,1,11,6,0,5.69,Joshua Keith,Joshua Keith
game,Synthesis Universe -Episode 00-,1165270,0,windows,Single-player,Adventure;Casual;Indie,2019-11-12,20,7,Positive,23,4,27,0,0,6.99,OlivierJT,Synthesis Universe
game,Shuffle World,1165280,0,windows;linux,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,2019-10-09,3,0,3 user reviews,1,2,3,42,0,0.79,NanningsGames,NanningsGames
game,Garbage Classification Simulator 垃圾分类模拟器,1165350,0,windows,Single-player;Steam Cloud,Adventure;Casual;Indie;RPG;Simulation;Strategy,2019-12-12,1,0,1 user reviews,0,1,1,0,0,2.39,Barry's Lab,Barry's Studio
game,To Be Headed Or Not To Be,1165380,0,windows,Multi-player;Co-op;Online Co-op;Steam Achievements,Adventure;Casual;Indie,2019-11-21,20,5,Mixed,18,10,28,7,0,0.0,Fruits of Yggdrasil Studio,Fruits of Yggdrasil Studio
game,Stellar Commanders,1165400,0,windows,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Steam Cloud,Action;Indie;Strategy,2020-02-20,1,6,Mostly Positive,8,3,11,29,0,7.39,Blindflug Studios AG,Blindflug Studios AG
game,Detective Solitaire. Butler Story,1165420,0,windows;mac,Single-player,Casual,2019-10-15,4,0,4 user reviews,3,1,4,0,0,3.99,Somer Games,8floor
game,Unlit,1165460,0,windows,Single-player,Adventure;Casual;Indie;Early Access,2019-11-25,1,0,1 user reviews,0,1,1,0,0,9.99,Clockworks,Clockworks
game,New Tricks for Old Gods,1165490,0,windows,Single-player,Indie,2019-10-21,1,0,1 user reviews,1,0,1,0,0,1.59,James K. Isaac,James K. Isaac
game,MAD Maze,1165540,0,windows,Single-player,Adventure;Casual;Indie;RPG;Strategy,2019-10-14,1,0,1 user reviews,1,0,1,0,0,1.59,MAD Dev Studio,MAD Dev Studio
game,It Will Find You,1165590,0,windows,Single-player,Adventure;Indie,2019-11-04,4,0,4 user reviews,2,2,4,33,0,0.79,Mega Sloth Studios,MegaSloth
game,SHOOTING CHICKEN BRUTAL SUCKERS,1164660,0,windows,Single-player;Full controller support;Steam Cloud,Action;Indie,2020-07-11,1,0,3 user reviews,2,1,3,0,70,12.49,KoheiGallery,KoheiGallery
game,Wigmund. The Return of the Hidden Knights,1164690,0,windows,Single-player;Full controller support,Adventure;RPG;Early Access,2021-02-25,11,6,Mostly Positive,13,5,18,0,0,13.29,The Scholastics,The Scholastics
game,Salting the Earth,1164740,0,windows;linux,Single-player;Steam Achievements;Steam Cloud,Indie,2019-10-31,1,7,Positive,43,2,45,11,0,12.49,BitterBerries,BitterBerries
game,Hospitality VR,1164750,0,windows,Single-player,Action;Indie;Simulation,2020-08-17,2,6,Mostly Positive,35,13,48,0,0,2.39,David Flossdorf,flossdorfgames
game,Doll,1164910,0,windows,Single-player;Steam Achievements,Adventure;Indie,2019-11-14,5,0,5 user reviews,5,0,5,9,0,4.99,Braisque,Braisque
game,Lustful Survival,1164930,0,windows,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,2019-10-28,20,3,Negative,3,18,21,14,0,2.39,Anka,Anka
game,Dogs of Wallstreet,1164970,0,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Full controller support;Remote Play on TV;Remote Play Together,Indie;Early Access,2020-04-17,8,0,8 user reviews,8,0,8,0,0,3.99,TeamSmoothBear,TeamSmoothBear
game,Skin Witch,1164990,0,windows,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,2020-05-29,2,0,2 user reviews,0,2,2,12,0,3.29,Blackwood Specter,Blackwood Specter
game,Legend of Everything,1165020,0,windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,2019-11-08,1,0,1 user reviews,1,0,1,15,0,9.99,Kidalang,Culture Select
game,Restaurant Solitaire: Pleasant Dinner,1165090,0,windows,Single-player,Casual,2020-01-13,3,0,3 user reviews,3,0,3,0,0,3.99,Somer Games,8floor
game,Tasty Jigsaw: Happy Hour  (拼图),1165100,0,windows,Single-player,Casual,2020-03-09,1,0,1 user reviews,1,0,1,0,0,3.99,Somer Games,8floor
game,Aluna: Sentinel of the Shards,1164290,0,windows,Single-player;Full controller support,Action;Adventure;Indie;RPG,2021-05-26,1,0,8 user reviews,7,1,8,27,0,16.79,Digiart Interactive;N-Fusion Interactive,Digiart Interactive
game,Fairytale Solitaire. Witch Charms,1164310,0,windows,Single-player,Adventure;Casual;Indie,2020-02-03,3,0,3 user reviews,3,0,3,0,0,3.99,Somer Games,8floor
game,Smile To Fly,1164330,0,windows,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,2019-11-08,4,0,4 user reviews,4,0,4,26,0,2.39,no.rest,no.rest
game,Extreme Offroad Monster Simulator,1164440,0,windows,Single-player,Casual;Indie;Racing;Simulation;Sports,2019-10-29,4,0,4 user reviews,2,2,4,0,0,0.79,A Nostru,A Nostru
game,[MISC] TIMELINES,1164470,0,windows;mac,Single-player;Steam Achievements,Casual;Indie,2019-11-06,8,0,8 user reviews,7,1,8,10,41,0.79,Misc.261,Misc.261
game,The Book Of Yorle: Save The Church,1164520,0,windows,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie;RPG,2019-10-28,1,0,1 user reviews,0,1,1,28,0,16.79,"YorleTech;Team Software, Inc.","YorleTech;Team Software, Inc."
game,Disc Golf Adventure VR,1164550,0,windows,Single-player;Multi-player;PvP;Online PvP;Steam Leaderboards,Casual;Indie;Sports,2019-11-08,7,0,7 user reviews,6,1,7,0,0,8.19,Brian Macumber;Kevin Macumber,Brian Macumber;Kevin Macumber
game,Motor Assailant,1163730,0,windows,Single-player;Steam Achievements,Action;Racing;Simulation,2021-03-30,1,0,4 user reviews,3,1,4,5,0,3.99,DSW Games,DSW Games
game,Brass Brigade,1163910,0,windows,Single-player,Action;Indie,2019-11-22,3,8,Very Positive,229,27,256,0,0,8.19,Henry Kucab,Henry Kucab
game,A Dragon's Tale VR,1163950,0,windows,Single-player,Action;Adventure;Casual;Indie;Simulation,2019-10-22,2,0,2 user reviews,1,1,2,0,0,1.59,Spillage Games,Spillage Games
game,Paranormal Files: Hook Man's Legend Collector's Edition,1163960,0,windows,Single-player,Adventure;Casual,2019-09-27,3,0,3 user reviews,3,0,3,0,0,8.19,Elephant Games,Big Fish Games
game,Crazy Shopping,1163980,0,windows,Single-player,Action;Casual,2019-10-18,1,0,2 user reviews,2,0,2,0,0,4.99,Qmax Inc.;ROUTE3 GAMES,Qmax Inc.
game,Starexcess,1163990,0,windows,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support,Indie,2019-11-21,2,0,2 user reviews,1,1,2,0,0,12.49,Super16bits,Super16bits
game,六阶谜题 six-step mystery,1164000,0,windows,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,2020-04-23,1,0,1 user reviews,1,0,1,7,0,5.69,章鱼罐头制作组,章鱼罐头制作组
game,When The Past Was Around,1164050,0,windows;mac,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet,Adventure;Casual;Indie,2020-09-22,11,9,Overwhelmingly Positive,498,23,521,20,0,6.59,Mojiken,Toge Productions
game,The Last Show of Mr. Chardish,1164060,0,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV,Action;Adventure;Casual;Indie,2020-11-05,1,7,Positive,11,2,13,20,0,8.19,Punk Notion,Hydra Games S.A.
game,Vortex Attack EX,1163290,0,windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Steam Leaderboards;Remote Play on TV;Remote Play Together,Action;Casual;Indie,2019-10-24,8,0,8 user reviews,5,3,8,37,0,9.99,KaleidoGames,KaleidoGames
game,visser,1163300,0,windows;mac,Single-player;Steam Achievements,Indie,2020-01-17,7,0,7 user reviews,4,3,7,4,0,2.99,Sokpop Collective,Sokpop Collective
game,Zombie horde,1163320,0,windows,Single-player,Action;Adventure;Indie,2019-10-23,3,0,3 user reviews,0,3,3,0,0,0.79,金克斯,金克斯
game,Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare,1163340,0,windows;mac,Single-player;Multi-player,Simulation;Strategy,2020-06-05,1,8,Very Positive,74,10,84,0,0,24.99,Avalon Digital;Cyril Jarnot,Avalon Digital
game,Daenerys doesn’t want Hentai,1163460,0,windows,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;RPG,2019-10-15,20,5,Mixed,15,8,23,9,0,0.99,SeedWall,SeedWall
game,Give Up The Dupe,1163470,0,windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie,2019-12-17,4,0,4 user reviews,4,0,4,1,0,1.59,SilbinaryWolf,SilbinaryWolf
game,Gangsters 1920,1163490,0,windows,Single-player;Steam Cloud,Adventure;Indie;Strategy,2019-11-07,1,0,1 user reviews,0,1,1,0,0,3.29,Sunlight Games,Sunlight Games
game,Warp Drive,1163500,0,windows,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Remote Play Together,Racing,2020-11-27,1,6,Mostly Positive,12,4,16,21,0,10.79,Supergonk,Supergonk
game,Captain Tsubasa: Rise of New Champions,1163550,0,windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Commentary available;Remote Play on Phone;Remote Play on Tablet;Remote Play Together,Action;Casual;RPG;Sports,2020-09-28,3,5,Mixed,380,196,576,50,0,49.99,TAMSOFT CORPORATION,BANDAI NAMCO Entertainment
game,SuperEpic: The Entertainment War,1163560,0,windows,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,2019-12-12,1,5,Mixed,16,11,27,24,0,14.99,Undercoders,Numskull Games
game,skidlocked,1163570,0,windows;mac,Single-player;Steam Achievements,Indie,2020-01-17,5,0,5 user reviews,5,0,5,6,0,2.99,Sokpop Collective,Sokpop Collective
game,Bullet Girls Phantasia,1163590,18,windows,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,2020-01-16,3,8,Very Positive,90,14,104,46,0,29.99,SHADE Inc.,D3 PUBLISHER
game,Omega Labyrinth Life,1163600,16,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,2019-12-10,1,6,Mostly Positive,53,14,67,46,0,59.99,Matrix,D3 PUBLISHER
