type,name,steam_appid,required_age,package_groups,platforms,categories,genres,release_date,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews,achievements,discount,price,developer,publisher
game,Buried Alive: The Annihilation VR,1168980,0,"[{'name': 'default', 'title': 'Buy Buried Alive: The Annihilation VR', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399588, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Buried Alive: The Annihilation VR - 13,98€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1398}]}]",windows,Single-player,Action;Adventure;Indie;Early Access,2021-01-19,1,0,9 user reviews,3,6,9,0,0,13.98,The Two Ravens,The Two Ravens
game,Planet destroyer,1168990,0,"[{'name': 'default', 'title': 'Buy Planet destroyer', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399591, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Planet destroyer - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player;Steam Achievements,Action;Indie,2019-10-28,1,0,5 user reviews,2,3,5,6,0,0.79,High and Wide,Bitlock Studio
game,TD Strategy of Three kingdoms/塔防三国,1168290,0,"[{'name': 'default', 'title': 'Buy TD Strategy of Three kingdoms/塔防三国', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399219, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'TD Strategy of Three kingdoms/塔防三国 - 5,69€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 569}]}]",windows,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy;Early Access,2019-11-18,2,0,2 user reviews,0,2,2,10,0,5.69,Gemini Stars Games,Gemini Stars Games
game,Zombie valley,1168320,0,"[{'name': 'default', 'title': 'Buy Zombie valley', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399228, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Zombie valley - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player,Action;Adventure;Indie,2019-10-24,1,0,2 user reviews,1,1,2,0,0,0.79,乌拉,乌拉
game,Detective Solitaire Inspector Magic,1168360,0,"[{'name': 'default', 'title': 'Buy Detective Solitaire Inspector Magic', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399240, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Detective Solitaire Inspector Magic - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player,Casual,2019-11-24,2,0,2 user reviews,2,0,2,0,0,3.99,Somer Games,8floor
game,passenger seat,1168420,0,"[{'name': 'default', 'title': 'Buy passenger seat', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399261, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'passenger seat - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows;mac,Single-player;Steam Achievements,Indie,2020-01-17,4,0,4 user reviews,3,1,4,5,0,2.99,Sokpop Collective,Sokpop Collective
game,千面 Melancholy Love,1168470,0,"[{'name': 'default', 'title': 'Buy 千面 Melancholy Love', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399276, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '千面_Melancholy Love - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows;mac,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG;Simulation,2020-01-02,5,0,5 user reviews,5,0,5,14,0,3.99,白露社,PeriScope Game
game,4islands,1167760,0,"[{'name': 'default', 'title': 'Buy 4islands', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399015, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '4islands - 6,59€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 659}]}]",windows,Single-player;Multi-player;Co-op;Online Co-op;Steam Cloud,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,2019-10-20,5,0,5 user reviews,4,1,5,0,0,6.59,RGS,RGS
game,More dark,1167770,0,"[{'name': 'default', 'title': 'Buy More dark', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399018, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'More dark - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows,Single-player;Steam Achievements;Full controller support,Adventure;Indie,2019-11-07,1,0,7 user reviews,6,1,7,17,0,2.99,HugePixel,HugePixel
game,Exphelius: Arena,1167800,0,"[{'name': 'default', 'title': 'Buy Exphelius: Arena', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399027, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Exphelius: Arena - 6,59€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 659}]}]",windows;mac,Single-player;Partial Controller Support,Action;Indie,2020-11-19,1,0,1 user reviews,1,0,1,7,0,6.59,Pharazen Studios,Pharazen Studios
game,Penguin Park 3D,1167850,0,"[{'name': 'default', 'title': 'Buy Penguin Park 3D', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399042, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Penguin Park 3D - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows;mac,Single-player;Steam Achievements,Indie,2020-01-17,10,7,Positive,9,1,10,11,0,2.99,Sokpop Collective,Sokpop Collective
game,Vampire's Fall: Origins,1167950,0,"[{'name': 'default', 'title': ""Buy Vampire's Fall: Origins"", 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399075, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': ""Vampire's Fall: Origins - 9,99€"", 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie;RPG,2020-01-31,3,6,Mostly Positive,168,50,218,28,0,9.99,Early Morning Studio,Early Morning Studio
game,Will: The Beginning,1167970,0,"[{'name': 'default', 'title': 'Buy Will: The Beginning', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399083, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Will : The Beginning - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player,Indie,2020-04-21,7,0,7 user reviews,5,2,7,0,0,0.79,Alpakut,Alpakut
game,Fairytale Mosaics Beauty and Beast,1168050,0,"[{'name': 'default', 'title': 'Buy Fairytale Mosaics Beauty and Beast', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399110, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Fairytale Mosaics Beauty and Beast - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player,Casual,2019-12-01,2,0,2 user reviews,2,0,2,0,0,3.99,Creobit,8floor
game,Knight Solitaire,1168060,0,"[{'name': 'default', 'title': 'Buy Knight Solitaire', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399113, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Knight Solitaire - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player,Casual,2020-01-01,4,0,4 user reviews,4,0,4,0,0,3.99,Creobit,8floor
game,Mystery Solitaire The Arkham Spirits,1168070,0,"[{'name': 'default', 'title': 'Buy Mystery Solitaire The Arkham Spirits', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399116, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Mystery Solitaire The Arkham Spirits - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player,Casual,2019-12-09,4,0,4 user reviews,4,0,4,0,0,3.99,Somer Games,8floor
game,WAIFU HORROR: The Eight Pictures,1168170,0,"[{'name': 'default', 'title': 'Buy WAIFU HORROR: The Eight Pictures', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 399149, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'WAIFU HORROR: The Eight Pictures - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player;Steam Achievements,Action;Adventure;Indie,2020-02-03,2,5,Mixed,52,32,84,8,0,0.79,Konnichiwa Games,Konnichiwa Games
game,Artificial Extinction,1167320,0,"[{'name': 'default', 'title': 'Buy Artificial Extinction', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398852, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Artificial Extinction - 11,59€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1159}]}]",windows,Single-player;Full controller support,Action;Adventure;Indie;RPG;Strategy,2020-03-13,2,8,Very Positive,135,33,168,0,0,11.59,100Hr Games,100Hr Games
game,Neither Day nor Night,1167380,0,"[{'name': 'default', 'title': 'Buy Neither Day nor Night', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398874, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Neither Day nor Night - 10,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1079}, {'packageid': 496626, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Neither Day nor Night - Commercial License - 10,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1079}]}]",windows,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,2020-08-27,2,0,2 user reviews,1,1,2,15,0,10.79,Carnotaurus Team,Carnotaurus Team
game,DAEMON X MACHINA,1167450,0,"[{'name': 'default', 'title': 'Buy DAEMON X MACHINA', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 440455, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'DAEMON X MACHINA - 59,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 5999}]}]",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,2020-02-13,1,8,Very Positive,1221,164,1385,61,0,59.99,Marvelous Inc.,"XSEED Games;Marvelous USA, Inc.;Marvelous"
game,Hero Hours Contract,1167460,0,"[{'name': 'default', 'title': 'Buy Hero Hours Contract', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398903, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Hero Hours Contract - 3,29€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 329}]}]",windows,Single-player;Full controller support,Indie;Strategy,2020-08-26,10,7,Positive,10,0,10,0,0,3.29,Steve O'Gorman,Steve O'Gorman
game,Street Jam: The Rise,1167470,0,"[{'name': 'default', 'title': 'Buy Street Jam: The Rise', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398906, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Street Jam: The Rise - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG,2020-01-09,5,0,5 user reviews,1,4,5,31,0,4.99,Hosted Games,Hosted Games
game,Ailment,1167530,0,"[{'name': 'default', 'title': 'Buy Ailment', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398924, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Ailment - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows,Single-player,Action;Adventure;Indie,2019-10-23,2,0,2 user reviews,2,0,2,0,0,4.99,Ivan Panasenko,Ivan Panasenko
game,KiKi's adventure,1167540,0,"[{'name': 'default', 'title': ""Buy KiKi's adventure"", 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398929, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '灵石镜世 - 1,59€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 159}]}]",windows,Single-player,Action;Adventure;Casual;Indie;RPG,2019-10-22,3,0,3 user reviews,2,1,3,8,0,1.59,PhilippeStudio,PhilippeStudio
game,Teardown,1167630,0,"[{'name': 'default', 'title': 'Buy Teardown', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398965, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Teardown - 19,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1999}]}]",windows,Single-player;Full controller support;Steam Workshop;Includes level editor;Remote Play on Tablet,Action;Indie;Simulation;Strategy;Early Access,2020-10-29,20,9,Overwhelmingly Positive,14092,686,14778,0,0,19.99,Tuxedo Labs,Tuxedo Labs
game,Femida,1167640,0,"[{'name': 'default', 'title': 'Buy Femida', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398968, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Femida - 9,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 999}]}]",windows;mac;linux,Single-player,Indie;RPG;Simulation,2020-02-25,1,6,Mostly Positive,10,3,13,0,0,9.99,Art Interactive,Roman Loznevoy
game,Context,1167650,0,"[{'name': 'default', 'title': 'Buy Context', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398971, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Context - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player;Steam Cloud,Casual;Indie,2019-10-24,1,0,1 user reviews,0,1,1,0,0,0.79,SunshineOvercast,SunshineOvercast
game,clutchball,1167710,0,"[{'name': 'default', 'title': 'Buy clutchball', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398998, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'clutchball - 2,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 299}]}]",windows;mac,Single-player;Steam Achievements,Indie;Sports,2020-01-17,3,0,3 user reviews,3,0,3,7,0,2.99,Sokpop Collective,Sokpop Collective
game,Rival Stars Horse Racing: Desktop Edition,1166860,0,"[{'name': 'default', 'title': 'Buy Rival Stars Horse Racing: Desktop Edition', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398656, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Rival Stars Horse Racing - 39,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 3999}]}]",windows;mac,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Steam Cloud;Stats,Casual;Racing;Simulation;Sports;Strategy,2020-06-24,8,8,Very Positive,616,56,672,37,0,39.99,PikPok,PikPok
game,Hentai Nekogirl,1166980,0,"[{'name': 'default', 'title': 'Buy Hentai Nekogirl', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398708, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Hentai Nekogirl - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows;mac,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,2019-10-17,1,0,6 user reviews,5,1,6,10,0,0.79,GentleDriver;楓野,GentleDriver
game,Desert coachman,1167090,0,"[{'name': 'default', 'title': 'Buy Desert coachman', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398757, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Desert coachman - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player,Action;Adventure;Indie,2019-10-24,1,0,1 user reviews,0,1,1,0,0,0.79,迈克儿,迈克儿
game,Guilty Parade,1167170,0,"[{'name': 'default', 'title': 'Buy Guilty Parade', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398788, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Guilty Parade - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure,2021-01-06,1,7,Positive,16,0,16,10,0,3.99,Nozori Games,Nozori Games
game,Tank Impact,1167270,0,"[{'name': 'default', 'title': 'Buy Tank Impact', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398834, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Tank Impact - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player;Steam Achievements,Action;Casual;Indie,2019-10-20,1,0,1 user reviews,0,1,1,6,0,0.79,MiCake,MiCake
game,Nanoworld,1166510,0,"[{'name': 'default', 'title': 'Buy Nanoworld', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398498, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Nanoworld - 8,19€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]}]",windows,Single-player,Action;Adventure;Casual;Indie,2019-11-15,2,0,2 user reviews,0,2,2,0,0,8.19,Kedexa,Kedexa
game,Best Plumber,1166580,0,"[{'name': 'default', 'title': 'Buy Best Plumber', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398522, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Best Plumber - 0,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 79}]}]",windows,Single-player;Steam Achievements,Casual;Indie;Simulation,2019-10-17,17,7,Positive,15,2,17,6,0,0.79,High and Wide,khukhrovr
game,The Fog Knows Your Name,1166600,0,"[{'name': 'default', 'title': 'Buy The Fog Knows Your Name', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398529, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'The Fog Knows Your Name - 4,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 499}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,2019-10-24,1,7,Positive,35,6,41,38,0,4.99,Choice of Games,Choice of Games
game,nothing & nowhere,1166730,0,"[{'name': 'default', 'title': 'Buy nothing & nowhere', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398594, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Nothing & Nowhere - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows;linux,Single-player;Steam Achievements,Casual;Indie,2020-05-18,5,0,5 user reviews,5,0,5,7,0,3.99,ebi-hime,ebi-hime
game,Centralia: Homecoming,1166740,18,"[{'name': 'default', 'title': 'Buy Centralia: Homecoming', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398597, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Centralia: Homecoming - 10,79€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1079}]}]",windows,Single-player;Steam Achievements,Adventure;Indie,2019-10-26,13,4,Mostly Negative,5,8,13,13,0,10.79,indie_games_studio,indie_games_studio
game,Jinga Online,1166760,0,"[{'name': 'default', 'title': 'Buy Jinga Online', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398603, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Jinga Online - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows,Single-player;Multi-player;PvP;Online PvP;Partial Controller Support,Casual;Indie;Simulation,2020-02-16,3,0,3 user reviews,1,2,3,0,0,3.99,2SD,2SD
game,Grand Academy II: Attack of the Sequel,1166800,0,"[{'name': 'default', 'title': 'Buy Grand Academy II: Attack of the Sequel', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398615, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Grand Academy II: Attack of the Sequel - 3,99€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 399}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,2019-11-07,4,0,4 user reviews,4,0,4,60,0,3.99,Choice of Games,Choice of Games
game,Breach: The Archangel Job,1166840,0,"[{'name': 'default', 'title': 'Buy Breach: The Archangel Job', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398648, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Breach: The Archangel Job - 5,69€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 569}]}]",windows;mac;linux,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;RPG,2019-11-14,1,8,Very Positive,47,3,50,42,0,5.69,Hosted Games,Hosted Games
game,Gods of Love: An Otome Visual Novel,1166110,0,"[{'name': 'default', 'title': 'Buy Gods of Love: An Otome Visual Novel', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398312, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Gods of Love: An Otome Visual Novel - 13,29€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 1329}]}]",windows;mac;linux,Single-player;Steam Achievements,Casual;Simulation,2020-03-09,1,5,Mixed,13,8,21,22,0,13.29,Y Press Otomes,Y Press Otomes
game,SisterFight,1166120,0,"[{'name': 'default', 'title': 'Buy SisterFight', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398315, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'SisterFight - 2,39€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 239}]}]",windows,Single-player,Casual,2019-10-24,5,0,5 user reviews,5,0,5,0,0,2.39,FoxNyan Games,FoxNyan Games
game,Fighting Moore,1166130,0,"[{'name': 'default', 'title': 'Buy Fighting Moore', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398320, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': 'Fighting Moore - 8,19€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 819}]}]",windows,Single-player;Steam Cloud,Action;Adventure;RPG;Strategy,2020-01-06,6,0,6 user reviews,6,0,6,0,0,8.19,complicatedAloofness,complicatedAloofness
game,1812: Napoleon Wars,1166230,0,"[{'name': 'default', 'title': 'Buy 1812: Napoleon Wars', 'description': '', 'selection_text': 'Select a purchase option', 'save_text': '', 'display_type': 0, 'is_recurring_subscription': 'false', 'subs': [{'packageid': 398402, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '1812: Napoleon Wars - 5,69€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 569}, {'packageid': 409105, 'percent_savings_text': ' ', 'percent_savings': 0, 'option_text': '1812: Napoleon Wars - Commercial License - 5,69€', 'option_description': '', 'can_get_free_license': '0', 'is_free_license': False, 'price_in_cents_with_discount': 569}]}]",windows;mac,Single-player,Indie;Strategy,2019-10-17,15,7,Positive,14,1,15,0,0,5.69,First Games Interactive,First Games Interactive
